CRUISE,STATION_NAME,HAUL_NAME,FOCI_GRID,DATE,TIME,LAT,LON,DEPTH_BOTTOM,DEPTH,PRESSURE,TEMPERATURE1,SALINITY1,CONDUCTIVITY1,SIGMA_T,INSTRUMENT,DIRECTORY,CONDUCTIVITY2,FLOUROMETER,OXYGEN1,OXYGEN2,PAR,PH,POTENTIAL_DENSITY,SALINITY2,TEMPERATURE2,TRANS,COMMENTS_SEACAT_CTD,GEAR_NAME,NET
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,65,66,5.5425,32.0025,31.342731,25.2387,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,64,65,5.5424,32.0023,31.342056,25.2386,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,63,64,5.5397,32.001,31.338181,25.2378,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,62,63,5.5375,31.9999,31.33498,25.2372,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,61,62,5.5342,31.9981,31.330053,25.2361,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,60,61,5.5298,31.9958,31.32387,25.2348,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,59,60,5.5266,31.9935,31.318735,25.2334,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,58,59,5.5246,31.9915,31.314911,25.232,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,57,58,5.527,31.9912,31.31621,25.2315,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,56,57,5.527,31.991,31.315599,25.2313,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,55,56,5.5317,31.9908,31.318951,25.2306,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,54,55,5.5327,31.9901,31.318766,25.23,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,53,54,5.5333,31.989,31.317841,25.229,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,52,53,5.5349,31.987,31.316996,25.2273,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,51,52,5.5347,31.9855,31.315088,25.2262,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,50,51,5.5363,31.9842,31.314777,25.2249,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,49,50,5.5475,31.984,31.323675,25.2235,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,48,49,5.5625,31.9841,31.335962,25.221800000000002,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,47,48,5.6138,31.9881,31.382236,25.219,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,46,47,5.6529,31.9889,31.415493,25.2151,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,45,46,5.7014,31.9865,31.453833,25.2075,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,44,45,5.7431,31.9817,31.484337,25.1989,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,43,44,5.7798,31.9747,31.508528,25.189,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,42,43,5.8212,31.9652,31.534582,25.1766,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,41,42,5.8308,31.9619,31.539345,25.1729,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,40,41,5.8439,31.9602,31.548441,25.1699,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,39,40,5.8612,31.9555,31.558416,25.1642,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,38,39,5.8725,31.9476,31.560482,25.1566,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,37,38,5.8719,31.9475,31.559509,25.1566,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,36,37,5.8581,31.9448,31.545,25.1561,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,35,36,5.8612,31.9418,31.544489,25.1534,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,34,35,5.885,31.9404,31.562857,25.1494,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,33,34,5.9429,31.938,31.609188,25.1406,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,32,33,6.0024,31.9321,31.653656,25.1288,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,31,32,6.0771,31.9218,31.70717,25.1117,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,30,31,6.2186,31.9118,31.817297,25.0864,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,29,30,6.4225,31.8927,31.972038,25.046,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,28,29,6.5235,31.881,32.04665,25.0242,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,27,28,6.5624,31.8776,32.075993,25.0166,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,26,27,6.6087,31.8731,32.110729,25.0071,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,25,26,6.6457,31.8694,32.138302,24.9995,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,24,25,6.6561,31.8677,32.14518,24.9968,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,23,24,6.6562,31.8672,32.144386,24.9964,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,22,23,6.6567,31.8668,32.14397,24.996,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,21,22,6.656,31.8667,32.142879,24.996,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,20,21,6.6545,31.8662,32.140717,24.9958,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,19,20,6.6542,31.8662,32.140102,24.9959,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,18,19,6.6542,31.8663,32.139622,24.9959,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,17,18,6.6532,31.8656,32.137718,24.9955,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,16,17,6.6543,31.8626,32.135521,24.993,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,15,16,6.6544,31.8605,32.133324,24.9914,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,14,15,6.6571,31.857,32.131958,24.9883,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,13,14,6.6641,31.8539,32.134655,24.9849,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,12,13,6.6748,31.8506,32.140278,24.9809,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,11,12,6.6912,31.8459,32.149445,24.9751,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,10,11,6.7056,31.8413,32.157051,24.9697,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,9,10,6.7161,31.8377,32.162159,24.9655,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,8,9,6.7189,31.8364,32.162994,24.9641,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,7,8,6.7165,31.8372,32.161304,24.9651,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,6,7,6.7245,31.8337,32.164448,24.9613,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,5,6,6.7224,31.8348,32.163204,24.9624,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,4,5,6.7212,31.8356,32.162514,24.9632,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,3,4,6.7199,31.8356,32.160954,24.9634,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,2,3,6.7197,31.8355,32.160259,24.9633,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,1,2,6.7179,31.8353,32.158131,24.9634,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,20,1,NA,2015-05-18,05:46:00,55.5471666666667,-158.782666666667,153,0,1,6.7144,30.09,30.519629,23.5914,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON020.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,75,76,5.866,32.1935,31.790319,25.3517,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,74,75,5.863,32.191,31.785139,25.35,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,73,74,5.859,32.1888,31.779282,25.3487,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,72,73,5.858,32.1886,31.777798,25.3487,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,71,72,5.8561,32.1874,31.774717,25.348,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,70,71,5.8465,32.1811,31.760496,25.3441,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,69,70,5.839,32.1773,31.750294,25.3421,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,68,69,5.8415,32.1785,31.753094,25.3427,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,67,68,5.8406,32.1782,31.751587,25.3426,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,66,67,5.8347,32.1751,31.743353,25.3408,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,65,66,5.8315,32.1734,31.738808,25.3399,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,64,65,5.8296,32.172,31.735477,25.339,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,63,64,5.8271,32.1693,31.730564,25.3372,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,62,63,5.827,32.1695,31.73011,25.3373,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,61,62,5.8291,32.1711,31.732943,25.3383,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,30,1,NA,2015-05-18,21:26:00,55.3273333333333,-157.902166666667,86,60,61,5.8259,32.1667,31.725903,25.3353,fastcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON030.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
